datetime,close,macd_1d,macd_signal_1d,rsi_1d,stoch_1d,stoch_signal_1d,atr_1d,macd_2d,macd_signal_2d,rsi_2d,stoch_2d,stoch_signal_2d,atr_2d,macd_3d,macd_signal_3d,rsi_3d,stoch_3d,stoch_signal_3d,atr_3d,macd_1d_final,macd_2d_final,macd_3d_final,stoch_1d_final,stoch_2d_final,stoch_3d_final,target
2017-10-09,6063.5,32.15,21.28,64.17,91.93,96.15,44.38,43.73,37.33,58.92,91.93,94.09,49.39,64.06,62.2,57.58,93.63,92.8,51.15,0.7,0.7,0.7,0.1,0.1,0.7,1
2017-10-10,6065.5,33.75,23.78,64.41,91.06,94.0,44.67,45.4,38.18,59.03,91.06,95.02,49.36,65.26,62.42,57.65,92.92,93.69,51.09,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-10-11,6081.5,35.89,26.2,66.4,97.34,93.44,43.82,47.41,39.15,59.98,97.56,95.84,48.77,66.74,62.73,58.27,98.07,94.57,50.65,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-10-12,6071.0,36.32,28.23,63.88,88.0,92.13,42.87,48.61,40.14,59.05,90.09,94.52,48.12,67.71,63.09,57.7,92.1,95.28,50.17,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-10-13,6100.0,38.56,30.29,67.55,98.31,94.55,42.33,50.75,41.26,60.79,98.76,94.73,47.66,69.35,63.53,58.83,99.0,96.24,49.82,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-10-15,6104.75,40.26,32.29,68.12,98.85,95.05,39.86,52.68,42.46,61.07,99.25,94.77,46.23,70.9,64.06,59.01,99.39,96.8,48.82,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-10-16,6121.5,42.46,34.32,70.12,99.85,99.0,38.76,54.95,43.78,62.07,99.91,96.1,45.46,72.71,64.68,59.66,99.93,96.95,48.24,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-10-17,6127.5,44.18,36.29,70.83,99.71,99.47,37.67,57.04,45.17,62.42,99.83,97.56,44.67,74.45,65.38,59.89,99.83,97.13,47.65,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-10-18,6116.5,44.15,37.86,67.67,89.94,96.5,36.73,58.26,46.55,61.33,94.66,97.08,43.95,75.64,66.11,59.25,94.66,96.62,47.1,0.7,0.7,0.7,0.1,0.1,0.1,0
2017-10-19,6094.25,41.84,38.66,61.68,75.33,88.32,38.91,58.22,47.78,59.15,87.01,96.57,44.78,76.0,66.82,57.96,87.01,95.88,47.58,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-10-20,6109.75,40.8,39.09,64.07,83.11,82.79,38.92,58.67,48.93,60.17,92.34,95.5,44.58,76.67,67.52,58.61,92.34,95.81,47.37,0.7,0.7,0.7,0.7,0.1,0.1,1
2017-10-22,6119.75,40.31,39.33,65.56,87.11,81.85,37.4,59.3,50.02,60.83,95.78,94.92,43.62,77.47,68.23,59.02,95.78,95.56,46.67,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-10-23,6069.0,35.43,38.55,53.45,32.26,67.49,39.29,57.55,50.81,55.98,78.31,91.32,44.34,76.64,68.83,56.11,78.31,94.03,47.07,0.1,0.7,0.7,0.4,0.1,0.1,1
2017-10-24,6075.25,31.69,37.18,54.56,38.98,52.78,39.02,56.08,51.37,56.42,80.46,88.1,44.02,75.95,69.34,56.38,80.46,91.97,46.8,0.1,0.7,0.7,0.4,0.1,0.1,1
2017-10-25,6059.25,27.13,35.17,51.19,40.0,37.08,41.66,53.94,51.64,54.95,74.96,84.81,45.16,74.75,69.73,55.48,74.96,89.25,47.49,0.1,0.7,0.7,1.0,0.1,0.1,1
2017-10-26,6089.25,25.63,33.26,56.61,64.74,47.91,43.02,53.14,51.79,57.12,85.28,84.52,45.72,74.41,70.06,56.8,85.28,87.63,47.81,0.1,0.7,0.7,0.7,0.7,0.1,1
2017-10-27,6216.0,34.28,33.47,71.17,96.02,66.92,50.38,57.64,52.41,64.6,97.66,85.41,49.3,77.63,70.6,61.73,97.78,87.4,50.15,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-10-29,6207.75,40.01,34.78,69.53,92.16,84.31,47.81,61.1,53.32,63.85,95.06,85.29,48.06,80.26,71.29,61.26,95.63,87.51,49.3,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-10-30,6220.5,45.06,36.83,70.66,87.4,91.86,47.9,64.51,54.5,64.51,91.1,87.42,48.09,82.93,72.12,61.72,92.61,88.13,49.29,0.7,0.7,0.7,0.1,0.7,0.7,1
2017-10-31,6252.75,51.08,39.68,73.33,97.98,92.51,47.19,68.7,56.0,66.14,98.46,90.42,47.73,86.22,73.13,62.86,98.8,88.85,49.02,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-11-01,6232.0,53.55,42.46,68.97,81.04,88.81,48.16,71.33,57.61,64.18,84.13,91.95,48.2,88.53,74.23,61.65,88.3,88.01,49.3,0.7,0.7,0.7,0.1,0.1,0.7,1
2017-11-02,6254.25,56.66,45.3,70.97,89.19,89.4,49.7,74.38,59.38,65.32,90.95,92.89,48.97,91.18,75.44,62.44,93.33,89.68,49.79,0.7,0.7,0.7,0.1,0.1,0.7,1
2017-11-03,6288.75,61.2,48.48,73.78,97.46,89.23,50.47,78.31,61.37,67.01,97.72,92.9,49.38,94.49,76.8,63.63,98.4,91.68,50.04,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-11-05,6294.0,64.47,51.68,74.19,98.95,95.2,47.83,81.78,63.52,67.27,99.06,93.57,48.1,97.57,78.28,63.81,99.34,94.39,49.17,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-11-07,6304.0,68.85,57.67,73.79,91.64,96.27,46.99,87.91,68.14,67.35,91.64,93.63,47.66,103.36,81.57,63.95,94.53,95.53,48.83,0.7,0.7,0.7,0.1,0.1,0.1,0
2017-11-08,6340.25,71.86,60.51,76.7,98.58,96.14,46.71,91.46,70.59,69.11,98.58,96.03,47.49,106.66,83.36,65.2,99.06,95.91,48.69,0.7,0.7,0.7,0.7,0.7,0.7,1
2017-11-09,6309.75,70.98,62.6,69.69,88.01,92.74,50.96,93.04,72.96,66.01,88.01,95.54,49.59,108.68,85.17,63.31,91.99,95.84,50.06,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-11-10,6305.5,69.14,63.91,68.75,85.76,90.78,50.12,93.98,75.17,65.59,86.75,93.72,49.22,110.27,86.96,63.05,91.16,95.0,49.81,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-11-12,6318.25,67.92,64.71,70.06,88.14,87.3,47.51,95.06,77.26,66.26,90.51,92.29,47.95,111.95,88.75,63.51,93.66,95.59,48.94,0.7,0.7,0.7,0.7,0.1,0.1,0
2017-11-13,6307.25,65.32,64.83,67.44,72.71,82.21,47.24,95.27,79.16,65.12,87.27,90.46,47.8,113.04,90.48,62.82,91.15,95.35,48.82,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-11-14,6289.0,61.08,64.08,63.21,61.2,74.02,47.81,94.4,80.76,63.24,81.9,88.84,48.06,113.35,92.12,61.68,86.77,94.06,48.97,0.1,0.7,0.7,0.1,0.1,0.1,1
2017-11-15,6263.0,54.99,62.26,57.67,44.79,59.57,48.61,92.24,81.97,60.66,74.25,84.78,48.45,112.74,93.59,60.09,80.09,91.92,49.21,0.1,0.7,0.7,0.4,0.1,0.1,1
2017-11-16,6347.0,56.29,61.07,67.57,93.51,66.5,51.98,93.6,83.2,65.4,96.9,86.26,50.14,114.44,95.08,63.23,97.47,91.76,50.32,0.1,0.7,0.7,0.7,0.7,0.7,1
2017-11-17,6310.75,53.78,59.61,60.94,71.64,69.98,51.34,92.99,84.23,62.05,86.46,86.21,49.89,114.81,96.49,61.11,88.25,91.07,50.14,0.1,0.7,0.7,0.7,0.7,0.1,1
2017-11-19,6312.25,51.31,57.95,61.11,64.31,76.49,48.65,92.23,85.07,62.14,86.89,85.61,48.6,115.03,97.81,61.16,88.62,89.91,49.28,0.1,0.7,0.7,0.1,0.7,0.1,1
2017-11-20,6314.0,48.94,56.15,61.32,65.69,67.21,47.87,91.36,85.73,62.24,87.39,85.63,48.21,115.13,99.05,61.23,88.48,89.52,49.0,0.1,0.7,0.7,0.1,0.7,0.1,1
2017-11-21,6382.75,52.01,55.32,68.55,98.87,76.29,49.74,93.22,86.52,65.9,99.53,88.57,49.13,117.04,100.33,63.71,99.57,90.45,49.6,0.1,0.7,0.7,0.7,0.7,0.7,0
2017-11-22,6389.75,54.37,55.13,69.19,97.11,87.22,47.6,94.87,87.4,66.25,98.76,92.66,48.08,118.85,101.66,63.95,98.8,91.02,48.89,0.1,0.7,0.7,0.7,0.7,0.7,0
2017-11-23,6382.0,54.99,55.1,67.57,90.87,95.61,45.77,95.73,88.28,65.49,96.05,92.51,47.15,120.12,102.98,63.47,96.05,91.57,48.25,0.1,0.7,0.7,0.1,0.7,0.7,0
2017-11-24,6411.75,57.22,55.53,70.43,98.24,95.41,44.93,97.45,89.24,67.0,99.2,94.64,46.68,121.99,104.33,64.51,99.2,92.95,47.91,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-11-26,6416.25,58.68,56.16,70.85,98.67,95.93,42.27,98.87,90.25,67.23,99.39,96.72,45.29,123.67,105.72,64.67,99.39,95.09,46.95,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-11-27,6406.25,58.35,56.59,68.52,91.07,96.0,41.34,99.41,91.22,66.18,95.57,98.08,44.72,124.77,107.08,64.03,95.82,94.91,46.53,0.7,0.7,0.7,0.1,0.1,0.7,0
2017-11-28,6420.0,58.52,56.98,69.98,95.59,95.11,41.28,100.17,92.16,66.92,97.5,97.74,44.57,126.0,108.43,64.52,97.91,95.98,46.39,0.7,0.7,0.7,0.7,0.1,0.7,0
2017-11-29,6306.75,48.96,55.38,49.61,38.54,75.07,48.71,95.75,92.54,56.48,48.47,89.36,48.16,123.72,109.52,57.81,70.81,94.0,48.74,0.1,0.7,0.7,0.4,0.4,0.1,1
2017-11-30,6357.5,44.96,53.29,55.82,64.11,66.08,51.53,93.69,92.66,59.42,69.9,85.0,49.59,122.9,110.48,59.73,82.95,93.39,49.68,0.1,0.7,0.7,0.1,0.1,0.1,0
2017-12-01,6342.5,40.11,50.66,53.71,52.87,51.84,56.6,90.95,92.48,58.22,63.57,79.07,52.2,121.54,111.27,58.92,79.37,91.14,51.42,0.1,0.1,0.7,0.7,0.1,0.1,1
2017-12-03,6379.5,38.81,48.29,57.93,73.09,63.35,55.97,89.82,92.2,60.28,79.2,75.7,52.04,121.19,111.97,60.28,88.22,89.97,51.33,0.1,0.1,0.7,0.7,0.7,0.1,1
2017-12-04,6266.75,28.36,44.3,44.6,11.48,45.81,61.56,83.78,91.31,52.15,31.57,65.04,54.98,117.45,112.37,54.61,61.24,86.1,53.3,0.1,0.1,0.7,0.4,0.4,0.1,1
2017-12-05,6274.5,20.46,39.53,45.53,21.9,35.49,64.86,78.51,89.97,52.6,22.29,52.5,56.86,114.08,112.49,54.91,63.1,82.09,54.6,0.1,0.1,0.7,0.4,0.4,0.1,1
2017-12-06,6302.0,16.23,34.87,48.8,35.82,23.07,65.55,74.77,88.37,54.21,36.15,50.45,57.49,111.59,112.42,55.97,69.68,78.79,55.07,0.1,0.1,0.1,1.0,0.4,0.1,1
2017-12-07,6328.0,14.81,30.86,51.76,48.99,35.57,64.17,72.33,86.68,55.68,49.24,47.0,57.09,109.9,112.24,56.94,75.9,76.57,54.86,0.1,0.1,0.1,1.0,1.0,0.1,1
2017-12-08,6341.75,14.62,27.61,53.29,55.95,46.92,63.75,70.53,84.98,56.45,56.17,45.77,57.13,108.59,111.98,57.45,79.19,74.49,54.94,0.1,0.1,0.1,0.7,0.7,0.7,1
2017-12-10,6348.5,14.85,25.06,54.07,59.37,54.77,59.89,69.01,83.3,56.83,59.57,42.5,55.44,107.42,111.66,57.7,80.8,75.6,53.87,0.1,0.1,0.1,0.7,0.7,0.7,1
2017-12-11,6419.75,20.54,24.16,61.34,95.44,70.25,61.47,70.47,81.95,60.6,95.47,53.15,56.39,108.24,111.41,60.25,97.85,77.26,54.54,0.1,0.1,0.1,0.7,0.7,0.7,1
2017-12-12,6396.25,22.89,23.9,58.07,83.54,79.45,59.63,70.55,80.75,58.84,83.63,63.37,55.65,108.18,111.18,59.05,92.22,78.69,54.09,0.1,0.1,0.1,0.7,0.7,0.7,1
2017-12-13,6419.5,26.33,24.39,60.32,91.61,90.2,59.25,71.4,79.76,60.03,91.65,72.62,55.6,108.64,111.0,59.86,95.71,79.52,54.09,0.7,0.1,0.1,0.7,0.7,0.7,1
2017-12-14,6408.25,27.82,25.08,58.68,83.59,86.25,57.96,71.46,78.89,59.17,83.67,78.36,55.09,108.59,110.83,59.28,90.47,82.77,53.79,0.7,0.1,0.1,0.1,0.7,0.7,1
2017-12-15,6498.25,35.85,27.23,66.53,98.71,91.3,61.07,75.09,78.49,63.5,98.71,85.45,56.74,110.99,110.84,62.28,98.87,86.74,54.92,0.7,0.1,0.7,0.7,0.7,0.7,0
2017-12-17,6511.75,42.82,30.35,67.52,99.56,93.95,57.87,78.66,78.51,64.09,99.56,92.11,55.3,113.43,111.02,62.7,99.61,90.07,54.0,0.7,0.7,0.7,0.7,0.7,0.7,0
2017-12-18,6536.0,49.72,34.22,69.29,98.31,98.86,56.06,82.6,78.94,65.14,98.31,92.59,54.48,116.22,111.4,63.45,98.5,92.58,53.49,0.7,0.7,0.7,0.1,0.7,0.7,0
2017-12-19,6508.75,52.38,37.85,65.01,88.45,95.44,56.75,84.69,79.54,62.99,88.45,93.39,54.89,117.86,111.86,62.01,89.73,93.75,53.78,0.7,0.7,0.7,0.1,0.1,0.1,0
2017-12-20,6484.25,51.92,40.67,61.34,80.64,89.13,57.36,85.25,80.14,61.11,80.64,91.55,55.26,118.5,112.33,60.74,82.79,93.97,54.06,0.7,0.7,0.7,0.1,0.1,0.1,0
2017-12-21,6494.75,51.81,42.9,62.32,83.96,84.35,56.3,85.93,80.75,61.62,83.98,91.61,54.8,119.23,112.82,61.09,84.03,92.44,53.78,0.7,0.7,0.7,0.1,0.1,0.1,0
2017-12-22,6483.25,50.21,44.36,60.51,75.93,80.17,54.69,85.79,81.28,60.71,80.32,88.54,54.05,119.41,113.3,60.49,80.38,91.12,53.3,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-12-25,6490.25,48.94,45.27,61.25,75.67,78.52,51.41,85.7,81.75,61.07,82.55,85.71,52.43,119.62,113.75,60.73,82.61,89.67,52.24,0.7,0.7,0.7,0.1,0.1,0.1,1
2017-12-26,6462.0,45.14,45.25,56.64,59.66,70.42,51.97,84.17,82.0,58.82,73.55,81.58,52.67,118.83,114.11,59.23,73.63,87.79,52.41,0.1,0.7,0.7,0.1,0.1,0.1,1
2017-12-27,6453.5,40.96,44.39,55.29,55.53,63.62,50.63,82.2,82.03,58.14,70.84,78.65,51.98,117.7,114.37,58.78,70.93,84.69,51.95,0.1,0.7,0.7,0.1,0.1,0.1,1
2017-12-28,6447.75,36.77,42.87,54.35,40.15,51.78,49.51,79.97,81.81,57.68,69.0,76.71,51.37,116.33,114.51,58.47,69.1,81.3,51.55,0.1,0.1,0.7,0.4,0.1,0.1,1
2017-12-29,6386.5,28.18,39.93,45.47,2.46,32.71,51.98,75.16,81.11,53.03,49.48,70.96,52.54,113.14,114.41,55.32,49.64,75.87,52.32,0.1,0.1,0.1,0.4,0.4,0.4,1
2018-01-01,6416.25,23.5,36.64,49.76,20.52,21.05,50.41,71.93,80.14,54.86,58.96,67.4,51.73,110.91,114.16,56.49,59.09,72.47,51.79,0.1,0.1,0.1,0.4,0.1,0.1,1
2018-01-02,6516.0,27.52,34.82,60.89,82.1,35.03,55.77,73.08,79.4,60.26,90.76,68.76,54.37,111.56,113.97,60.07,90.79,73.36,53.55,0.1,0.1,0.1,0.7,0.7,0.7,1
2018-01-04,6604.25,43.47,36.7,67.8,94.75,91.28,55.65,80.61,79.28,64.22,96.82,77.21,54.43,116.61,114.16,62.85,96.83,76.76,53.63,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-05,6666.5,53.96,40.15,71.81,99.13,96.95,56.66,86.42,80.03,66.71,99.43,82.29,54.98,120.68,114.63,64.67,99.43,78.63,54.02,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-07,6673.0,62.08,44.54,72.2,97.48,97.12,53.68,91.58,81.24,66.96,98.33,90.43,53.55,124.45,115.33,64.85,98.33,81.38,53.09,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-08,6690.75,69.15,49.46,73.28,99.43,98.68,52.69,96.62,82.86,67.64,99.62,97.2,53.06,128.27,116.25,65.36,99.62,84.57,52.77,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-09,6683.75,73.34,54.24,72.09,92.97,96.63,51.76,100.5,84.72,67.07,95.21,97.94,52.58,131.41,117.34,64.98,95.21,87.47,52.46,0.7,0.7,0.7,0.1,0.1,0.7,1
2018-01-10,6674.25,75.04,58.4,70.41,90.03,94.14,52.19,103.22,86.67,66.29,92.28,96.95,52.77,133.85,118.52,64.46,93.21,92.31,52.59,0.7,0.7,0.7,0.1,0.1,0.7,1
2018-01-11,6719.0,79.08,62.53,73.53,97.39,93.46,53.07,107.22,88.83,68.11,97.79,97.11,53.19,137.21,119.85,65.78,98.19,96.65,52.87,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-12,6773.25,85.67,67.16,76.74,99.11,95.51,54.57,112.72,91.35,70.14,99.2,97.07,53.93,141.67,121.41,67.28,99.36,97.61,53.37,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-14,6786.25,90.89,71.91,77.44,99.51,98.67,51.74,117.8,94.13,70.61,99.55,97.28,52.54,145.97,123.16,67.62,99.64,97.76,52.46,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-15,6778.25,93.31,76.19,75.92,95.3,97.97,49.85,121.61,97.02,69.91,95.3,96.56,51.57,149.5,125.05,67.17,96.56,97.73,51.81,0.7,0.7,0.7,0.1,0.1,0.1,1
2018-01-16,6750.5,91.93,79.34,70.72,78.91,91.24,54.59,123.44,99.8,67.52,79.57,93.95,53.88,151.76,126.95,65.62,84.6,96.08,53.35,0.7,0.7,0.7,0.1,0.1,0.1,1
2018-01-17,6830.0,96.14,82.7,75.83,96.65,90.29,56.76,128.04,102.78,70.52,96.75,94.7,54.99,155.91,129.02,67.8,97.56,95.99,54.1,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-18,6820.5,97.59,85.68,74.16,92.56,89.37,55.71,131.33,105.78,69.72,94.7,94.18,54.52,159.26,131.18,67.28,96.01,95.59,53.81,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-19,6851.0,100.05,88.55,75.98,98.46,95.89,55.6,135.14,108.87,70.82,99.1,94.16,54.51,163.0,133.45,68.09,99.32,96.05,53.82,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-21,6837.0,99.71,90.78,73.42,92.87,94.63,53.6,137.51,111.89,69.62,96.14,93.59,53.55,165.83,135.77,67.31,97.08,96.48,53.2,0.7,0.7,0.7,0.1,0.7,0.7,1
2018-01-22,6930.25,105.75,93.78,78.6,96.65,95.99,57.64,143.13,115.17,72.81,98.12,94.06,55.57,170.89,138.28,69.69,98.52,96.52,54.55,0.7,0.7,0.7,0.7,0.7,0.7,1
2018-01-23,6959.0,111.57,97.34,79.9,94.04,94.52,57.85,148.89,118.72,73.69,96.48,96.88,55.75,176.14,140.98,70.37,97.2,96.28,54.7,0.7,0.7,0.7,0.1,0.1,0.7,1
2018-01-24,6928.5,112.43,100.35,74.71,80.09,90.26,61.95,152.25,122.25,71.15,87.95,95.41,57.88,179.87,143.76,68.69,90.32,95.24,56.14,0.7,0.7,0.7,0.1,0.1,0.1,1
2018-01-25,6941.25,112.84,102.85,75.43,83.49,85.87,63.58,155.31,125.73,71.57,90.0,94.63,58.83,183.43,146.59,69.01,91.96,94.73,56.82,0.7,0.7,0.7,0.1,0.1,0.1,0
2018-01-26,7030.5,118.99,106.08,79.76,99.12,87.57,65.86,161.32,129.48,74.32,99.5,94.7,60.14,189.02,149.62,71.1,99.56,96.39,57.74,0.7,0.7,0.7,0.7,0.7,0.7,0
2018-01-28,7040.5,123.25,109.51,80.18,99.41,94.01,62.1,166.57,133.38,74.6,99.7,95.29,58.47,194.21,152.81,71.33,99.72,96.63,56.68,0.7,0.7,0.7,0.7,0.7,0.7,0
2018-01-29,7003.75,122.25,112.06,74.08,86.55,95.03,62.43,169.17,137.15,71.58,93.56,94.53,58.77,197.67,156.01,69.32,93.96,96.4,56.92,0.7,0.7,0.7,0.1,0.1,0.1,0
2018-01-30,6940.75,115.05,112.66,64.95,66.72,84.23,65.36,168.29,140.43,66.76,84.06,92.46,60.36,198.78,159.07,66.05,85.05,94.82,58.03,0.7,0.7,0.7,0.1,0.1,0.1,0
2018-01-31,6969.5,110.39,112.21,66.95,75.77,76.34,65.64,168.22,143.35,67.79,88.39,92.54,60.68,200.36,162.02,66.78,88.4,93.85,58.3,0.1,0.7,0.7,0.1,0.1,0.1,0
2018-02-01,6953.0,104.17,110.6,64.67,68.6,70.36,68.31,166.96,145.84,66.56,85.6,91.8,62.19,201.06,164.8,65.95,85.92,92.45,59.36,0.1,0.7,0.7,0.1,0.1,0.1,0
2018-02-02,6752.25,82.09,104.9,44.7,0.17,48.18,77.9,156.85,147.0,54.22,54.7,84.34,67.2,195.67,167.01,57.05,55.65,87.84,62.77,0.1,0.7,0.7,0.4,0.1,0.1,0
2018-02-04,6726.5,61.81,96.28,42.87,5.04,24.6,75.8,146.34,146.93,52.92,39.74,74.34,66.53,189.69,168.63,56.05,51.77,83.56,62.43,0.1,0.1,0.7,0.4,0.4,0.1,0
2018-02-05,6449.5,23.11,81.65,29.09,9.37,4.86,100.74,124.88,144.61,41.72,9.37,60.31,79.34,175.95,169.15,47.02,10.02,74.45,71.06,0.1,0.1,0.7,1.0,0.4,0.4,1
2018-02-06,6639.75,7.71,66.86,42.71,48.32,20.91,123.31,113.55,141.34,49.35,48.32,54.35,91.39,168.52,169.11,52.42,48.32,68.76,79.29,0.1,0.1,0.1,1.0,0.4,0.4,1
2018-02-07,6496.5,-15.88,50.31,36.96,30.11,29.27,130.72,97.13,136.68,44.77,30.11,44.64,96.23,157.31,168.26,48.6,30.11,61.02,82.81,0.4,0.1,0.1,1.0,0.4,0.4,1
2018-02-08,6311.25,-48.95,30.46,31.11,6.58,28.34,144.24,74.46,130.13,39.82,6.58,31.47,104.22,141.44,166.35,44.33,6.58,51.31,88.46,0.4,0.1,0.1,0.4,0.4,0.4,1
2018-02-09,6423.25,-65.37,11.29,37.54,29.42,22.04,154.72,58.91,122.64,43.72,29.42,27.26,110.89,129.84,163.74,47.2,29.42,45.13,93.28,0.4,0.1,0.1,1.0,1.0,0.4,1
2018-02-11,6438.75,-76.26,-6.22,38.4,31.17,22.39,145.72,45.61,114.53,44.24,31.17,25.83,107.96,119.41,160.57,47.59,31.17,38.77,91.74,0.4,0.1,0.1,1.0,1.0,0.4,1
2018-02-12,6526.25,-76.93,-20.36,43.14,41.08,33.89,145.42,37.4,106.41,47.1,41.08,31.11,109.16,112.14,157.11,49.7,41.08,33.79,92.93,0.4,0.1,0.1,1.0,1.0,1.0,1
2018-02-13,6562.5,-73.7,-31.03,45.03,45.19,39.15,142.09,31.55,98.53,48.24,45.19,30.59,108.79,106.32,153.49,50.55,45.19,32.63,93.07,0.4,0.1,0.1,1.0,1.0,1.0,1
2018-02-14,6678.0,-61.11,-37.04,50.65,61.09,49.12,148.37,31.16,91.44,51.68,58.27,35.28,113.11,104.14,149.96,53.12,58.27,33.35,96.33,0.4,0.1,0.1,0.7,0.7,0.7,1
2018-02-15,6822.75,-39.0,-37.44,56.63,79.74,62.0,149.06,36.84,85.69,55.52,74.66,46.63,114.72,106.14,146.83,56.06,74.66,40.53,97.79,0.4,0.1,0.1,0.7,0.7,0.7,1
2018-02-16,6780.75,-24.59,-34.87,54.57,74.93,71.92,145.37,39.98,80.88,54.22,69.9,53.38,114.1,106.64,143.96,55.04,69.9,42.93,97.79,1.0,0.1,0.1,0.7,0.7,0.7,1
2018-02-18,6801.75,-11.34,-30.16,55.44,80.71,78.46,136.7,43.53,76.95,54.77,72.28,60.23,110.88,107.55,141.36,55.45,72.28,47.62,96.03,1.0,0.1,0.1,0.7,0.7,0.7,1
2018-02-19,6782.25,-2.38,-24.6,54.39,88.96,81.54,131.28,45.71,73.66,54.15,70.07,65.06,109.09,107.68,138.95,54.97,70.07,54.67,95.19,1.0,0.1,0.1,0.7,0.7,0.7,1
2018-02-20,6802.0,6.24,-18.44,55.32,91.8,87.16,130.49,48.34,71.0,54.69,72.31,69.58,109.49,108.23,136.76,55.37,72.31,59.44,95.79,0.7,0.1,0.1,0.7,0.7,0.7,1
2018-02-21,6721.5,6.49,-13.45,50.81,77.47,86.08,133.1,47.12,68.48,52.09,63.19,70.4,111.55,106.27,134.58,53.37,63.19,63.0,97.48,0.7,0.1,0.1,0.1,0.1,0.7,1
2018-02-22,6790.25,12.11,-8.34,54.24,87.02,85.43,133.27,48.81,66.41,54.02,70.98,69.79,112.4,106.29,132.56,54.8,70.98,66.32,98.39,0.7,0.1,0.1,0.7,0.7,0.7,1
2018-02-23,6905.25,25.54,-1.56,59.34,99.0,87.83,133.09,55.01,65.21,57.04,84.0,72.14,113.06,109.47,130.91,57.06,84.0,70.63,99.16,0.7,0.1,0.1,0.7,0.7,0.7,0
2018-02-25,6914.25,36.49,6.05,59.72,98.52,94.85,125.03,60.72,64.74,57.27,85.02,74.26,109.74,112.51,129.6,57.23,85.02,73.6,97.28,0.7,0.1,0.1,0.7,0.7,0.7,0
2018-02-26,7000.75,51.56,15.15,63.27,99.11,98.88,124.42,69.24,65.21,59.41,94.82,78.39,109.98,117.65,128.74,58.85,94.82,75.84,97.74,0.7,0.7,0.1,0.7,0.7,0.7,0
2018-02-27,6926.0,56.81,23.48,58.48,86.01,94.55,122.96,73.42,66.08,56.86,86.35,80.73,109.77,120.07,128.12,56.94,86.35,77.67,97.89,0.7,0.7,0.1,0.1,0.7,0.7,0
2018-02-28,6881.25,56.71,30.13,55.76,76.89,87.34,122.14,75.0,67.02,55.38,81.29,83.74,109.83,120.86,127.61,55.83,81.29,78.67,98.21,0.7,0.7,0.1,0.1,0.1,0.7,1
2018-03-01,6769.25,47.05,33.51,49.55,56.38,73.1,128.37,71.45,67.48,51.88,68.6,83.35,113.38,118.2,126.93,53.18,68.6,78.51,100.85,0.7,0.7,0.1,0.1,0.1,0.1,1
2018-03-02,6806.5,41.91,35.19,51.48,44.51,59.26,131.86,69.66,67.71,52.9,76.18,82.04,115.66,116.66,126.2,53.92,72.82,78.56,102.67,0.7,0.7,0.1,0.4,0.1,0.1,1
2018-03-04,6792.25,36.28,35.41,50.68,40.58,47.16,124.42,67.26,67.66,52.46,74.5,80.29,112.52,114.67,125.38,53.59,71.21,79.45,100.89,0.7,0.1,0.1,0.4,0.1,0.1,1
2018-03-05,6880.5,38.49,36.02,55.32,64.94,50.01,127.09,68.67,67.77,54.89,84.95,78.65,114.28,115.21,124.65,55.35,81.2,80.59,102.34,0.7,0.7,0.1,0.7,0.7,0.7,1
2018-03-06,6825.5,35.39,35.9,52.04,49.76,51.76,126.62,67.38,67.73,53.13,78.44,77.33,114.5,113.97,123.89,54.04,74.97,79.59,102.77,0.1,0.1,0.1,0.4,0.7,0.1,1
2018-03-07,6919.5,40.06,36.73,56.76,75.71,63.47,127.43,70.01,67.97,55.65,89.57,78.71,115.34,115.38,123.28,55.87,85.62,79.65,103.61,0.7,0.7,0.1,0.7,0.7,0.7,1
