datetime,close,macd_1d,macd_signal_1d,rsi_1d,stoch_1d,stoch_signal_1d,atr_1d,macd_2d,macd_signal_2d,rsi_2d,stoch_2d,stoch_signal_2d,atr_2d,macd_3d,macd_signal_3d,rsi_3d,stoch_3d,stoch_signal_3d,atr_3d,macd_1d_final,macd_2d_final,macd_3d_final,stoch_1d_final,stoch_2d_final,stoch_3d_final,target
2013-06-10,2986.25,7.95,14.49,55.13,60.47,58.23,32.18,39.93,48.28,58.07,53.5,39.31,31.25,57.83,57.33,58.27,75.21,74.35,30.81,0.1,0.1,0.7,0.7,0.7,0.7,1
2013-06-11,2966.0,6.31,12.85,48.89,44.47,53.82,32.65,38.11,47.21,54.92,39.34,37.92,31.52,56.61,57.28,56.23,63.47,72.72,30.99,0.1,0.1,0.1,0.4,1.0,0.1,0
2013-06-12,2921.25,1.39,10.56,38.51,9.09,38.01,34.52,34.49,45.87,48.84,8.04,38.0,32.49,54.13,57.05,52.11,43.86,68.86,31.66,0.1,0.1,0.1,0.4,0.4,0.4,0
2013-06-13,2966.25,1.1,8.67,50.0,54.12,35.89,37.16,33.08,44.53,54.14,44.37,41.05,33.89,53.05,56.77,55.47,62.59,66.99,32.6,0.1,0.1,0.1,0.7,1.0,0.1,0
2013-06-14,2941.5,-1.11,6.71,45.02,34.71,32.64,36.52,30.69,43.07,51.12,28.46,37.28,33.68,51.28,56.38,53.36,50.72,64.22,32.5,0.4,0.1,0.1,1.0,0.4,0.1,0
2013-06-16,2943.5,-2.67,4.84,45.49,37.07,41.97,34.54,28.56,41.54,51.35,29.74,33.91,32.79,49.63,55.9,53.51,51.61,62.63,31.93,0.4,0.1,0.1,0.4,0.4,0.1,0
2013-06-17,2966.0,-2.07,3.46,50.63,63.07,44.95,35.03,27.54,40.07,53.85,44.21,32.36,33.1,48.7,55.38,55.13,56.62,61.52,32.16,0.4,0.1,0.1,0.7,1.0,0.1,0
2013-06-18,2990.75,0.4,2.84,55.6,85.78,61.98,34.82,27.6,38.76,56.41,60.13,35.83,33.07,48.47,54.89,56.83,67.58,60.69,32.16,0.1,0.1,0.1,0.7,0.7,0.7,0
2013-06-19,2953.0,-0.68,2.14,47.72,51.15,66.67,35.6,25.98,37.41,51.86,35.85,40.46,33.52,47.12,54.33,53.65,46.3,57.55,32.48,0.4,0.1,0.1,0.1,0.4,0.4,0
2013-06-20,2878.25,-7.48,0.22,36.64,2.53,46.49,38.75,21.3,35.72,44.5,1.83,33.37,35.17,43.66,53.57,48.19,1.83,49.4,33.61,0.4,0.1,0.1,0.4,0.4,0.4,1
2013-06-21,2866.5,-13.66,-2.56,35.26,13.43,22.37,39.81,16.6,33.7,43.49,10.24,30.33,35.82,40.07,52.61,47.41,10.24,43.48,34.08,0.4,0.1,0.1,0.4,0.4,0.4,1
2013-06-23,2867.75,-18.25,-5.7,35.54,14.22,10.06,37.96,12.45,31.47,43.63,10.84,27.18,35.04,36.74,51.47,47.51,10.84,39.82,33.6,0.4,0.1,0.1,1.0,0.4,0.4,1
2013-06-24,2851.0,-22.97,-9.15,33.46,18.12,15.26,38.89,8.02,29.0,42.17,15.41,22.38,35.61,33.14,50.16,46.39,14.33,34.45,34.02,0.4,0.1,0.1,1.0,0.4,0.4,1
2013-06-25,2852.0,-26.33,-12.59,33.71,18.66,17.0,39.2,4.12,26.38,42.29,15.87,15.01,35.89,29.8,48.71,46.47,14.76,30.46,34.24,0.4,0.1,0.1,1.0,1.0,0.4,1
2013-06-26,2882.0,-26.27,-15.32,40.87,35.77,24.18,39.76,1.92,23.8,45.78,29.57,13.96,36.28,27.55,47.2,48.73,27.49,27.78,34.54,0.4,0.1,0.1,1.0,1.0,0.4,1
2013-06-27,2898.0,-24.64,-17.19,44.33,44.61,33.01,39.48,0.65,21.37,47.53,36.87,19.8,36.26,25.89,45.67,49.89,34.29,25.3,34.57,0.4,0.1,0.1,1.0,1.0,1.0,1
2013-06-28,2900.75,-22.87,-18.32,44.93,46.13,42.17,39.33,-0.37,19.08,47.83,38.13,24.45,36.31,24.4,44.15,50.09,35.46,21.73,34.64,0.4,0.4,0.1,1.0,1.0,1.0,1
2013-06-30,2903.0,-21.04,-18.87,45.44,47.38,46.04,36.94,-1.17,16.95,48.08,41.33,29.53,35.22,23.07,42.65,50.25,36.41,20.63,33.95,0.4,0.4,0.1,1.0,1.0,1.0,1
2013-07-01,2920.5,-17.97,-18.69,49.4,57.04,50.18,38.05,-1.14,15.04,50.03,49.76,35.25,35.83,22.31,41.2,51.53,43.84,25.3,34.39,1.0,0.4,0.1,0.7,1.0,1.0,1
2013-07-02,2921.75,-15.26,-18.0,49.68,57.73,54.05,37.76,-1.05,13.35,50.17,51.04,41.11,35.77,21.61,39.8,51.62,44.37,29.09,34.38,1.0,0.4,0.1,0.7,0.7,1.0,1
2013-07-03,2940.0,-11.51,-16.7,53.72,67.82,60.87,38.78,-0.2,11.92,52.18,64.95,47.01,36.35,21.46,38.49,52.94,52.12,33.68,34.8,1.0,0.4,0.1,0.7,0.7,0.7,1
2013-07-04,2962.5,-6.64,-14.69,58.18,80.25,68.6,37.92,1.5,10.83,54.52,76.85,53.67,36.01,21.94,37.31,54.51,61.68,38.94,34.61,1.0,0.1,0.1,0.7,0.7,0.7,1
2013-07-05,2958.25,-3.1,-12.37,57.06,92.01,80.02,38.32,2.83,9.98,54.0,74.6,59.75,36.27,22.24,36.23,54.16,59.87,43.95,34.82,1.0,0.1,0.1,0.7,0.7,0.7,1
2013-07-07,2965.75,0.32,-9.83,58.58,96.9,89.72,36.13,4.31,9.39,54.79,79.73,66.16,35.26,22.69,35.26,54.68,63.06,47.9,34.18,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-07-08,2961.25,2.63,-7.34,57.27,89.86,92.92,35.64,5.42,8.97,54.21,77.32,70.75,35.04,22.95,34.38,54.3,61.15,50.88,34.06,0.7,0.1,0.1,0.1,0.7,0.7,1
2013-07-09,2977.25,5.69,-4.74,60.63,95.81,94.19,34.93,7.06,8.77,55.92,85.91,76.56,34.71,23.61,33.61,55.43,67.94,54.49,33.86,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-07-10,3016.75,11.17,-1.55,67.43,98.42,94.7,36.12,10.16,8.91,59.77,98.52,82.15,35.31,25.33,33.02,58.06,91.1,60.57,34.28,0.7,0.7,0.1,0.7,0.7,0.7,1
2013-07-11,3051.5,18.11,2.38,72.01,97.29,97.17,36.52,14.34,9.48,62.74,97.6,85.61,35.54,27.88,32.65,60.18,97.6,66.54,34.46,0.7,0.7,0.1,0.7,0.7,0.7,0
2013-07-12,3063.5,24.3,6.76,73.4,96.55,97.42,35.43,18.51,10.43,63.7,97.43,89.42,35.03,30.53,32.5,60.88,97.43,72.44,34.15,0.7,0.7,0.1,0.1,0.7,0.7,0
2013-07-14,3065.25,29.01,11.21,73.61,97.45,97.09,33.08,22.21,11.67,63.84,98.12,92.48,33.87,32.99,32.54,60.98,98.12,77.55,33.39,0.7,0.7,0.7,0.7,0.7,0.7,0
2013-07-15,3072.75,32.97,15.56,74.52,98.22,97.41,31.68,25.75,13.16,64.46,98.74,96.05,33.14,35.43,32.74,61.43,98.74,81.67,32.92,0.7,0.7,0.7,0.7,0.7,0.7,0
2013-07-16,3072.0,35.63,19.58,74.24,95.84,97.17,30.59,28.76,14.8,64.34,97.05,97.91,32.54,37.6,33.09,61.35,97.05,85.8,32.53,0.7,0.7,0.7,0.1,0.1,0.7,0
2013-07-17,3071.0,37.24,23.11,73.85,92.22,95.42,29.89,31.31,16.54,64.19,94.51,97.24,32.12,39.53,33.55,61.26,94.51,89.29,32.25,0.7,0.7,0.7,0.1,0.1,0.7,0
2013-07-18,3047.5,36.19,25.73,65.13,79.61,89.22,30.68,32.47,18.21,60.61,85.59,95.24,32.44,40.57,34.05,59.01,85.59,92.01,32.46,0.7,0.7,0.7,0.1,0.1,0.1,1
2013-07-19,3041.75,34.5,27.48,63.17,72.06,81.29,29.78,33.16,19.79,59.77,83.46,92.91,31.92,41.32,34.57,58.47,83.46,93.73,32.11,0.7,0.7,0.7,0.1,0.1,0.1,1
2013-07-21,3046.25,33.15,28.61,64.08,74.88,75.51,28.01,33.86,21.27,60.22,85.13,90.75,30.96,42.08,35.11,58.77,85.13,93.07,31.47,0.7,0.7,0.7,0.1,0.1,0.1,1
2013-07-22,3051.75,32.15,29.32,65.22,75.0,73.98,27.2,34.6,22.67,60.77,87.17,88.82,30.46,42.88,35.66,59.14,87.17,91.91,31.12,0.7,0.7,0.7,0.7,0.1,0.1,1
2013-07-23,3038.5,29.94,29.44,60.27,65.4,71.76,27.85,34.6,23.93,58.72,82.25,86.35,30.66,43.17,36.2,57.86,82.25,90.22,31.24,0.7,0.7,0.7,0.1,0.1,0.1,1
2013-07-24,3050.25,28.8,29.32,62.95,71.82,70.74,27.91,34.99,25.09,59.97,86.62,85.04,30.59,43.73,36.74,58.67,86.62,88.95,31.18,0.1,0.7,0.7,0.7,0.7,0.1,1
2013-07-25,3053.25,27.83,29.02,63.63,72.03,69.75,28.14,35.36,26.17,60.28,87.73,85.39,30.61,44.26,37.27,58.88,87.73,87.72,31.18,0.1,0.7,0.7,0.7,0.7,0.7,1
2013-07-26,3070.5,28.12,28.84,67.32,77.74,73.86,28.68,36.31,27.24,62.07,93.86,87.13,30.79,45.19,37.84,60.07,94.14,87.4,31.28,0.1,0.7,0.7,0.7,0.7,0.7,1
2013-07-28,3070.5,28.03,28.68,67.32,75.1,74.96,26.83,37.04,28.27,62.07,93.46,88.52,29.79,45.99,38.42,60.07,94.14,87.36,30.6,0.1,0.7,0.7,0.7,0.7,0.7,1
2013-07-29,3067.0,27.36,28.41,65.75,69.57,74.13,26.46,37.43,29.24,61.47,90.59,89.08,29.5,46.56,39.0,59.7,92.84,88.17,30.39,0.1,0.7,0.7,0.1,0.7,0.7,1
2013-07-30,3083.25,27.82,28.29,69.32,84.86,76.51,26.52,38.34,30.19,63.19,94.89,91.19,29.42,47.49,39.61,60.84,96.12,89.57,30.32,0.1,0.7,0.7,0.7,0.7,0.7,1
2013-07-31,3090.75,28.46,28.33,70.84,83.38,79.27,26.47,39.35,31.16,63.96,93.59,92.35,29.29,48.49,40.24,61.35,95.3,90.7,30.21,0.7,0.7,0.7,0.7,0.7,0.7,1
2013-08-01,3117.0,30.73,28.81,75.41,94.0,87.41,26.91,41.24,32.22,66.51,97.39,93.96,29.42,50.11,40.95,63.09,98.04,91.91,30.27,0.7,0.7,0.7,0.7,0.7,0.7,0
2013-08-02,3136.5,33.72,29.79,78.15,99.56,92.32,26.8,43.61,33.42,68.24,99.79,94.95,29.27,52.09,41.74,64.32,99.84,93.86,30.15,0.7,0.7,0.7,0.7,0.7,0.7,0
2013-08-04,3134.5,35.51,30.93,77.2,97.81,97.12,25.17,45.49,34.69,67.87,98.96,95.87,28.36,53.79,42.6,64.09,99.22,95.26,29.53,0.7,0.7,0.7,0.7,0.7,0.7,0
2013-08-05,3133.5,36.43,32.03,76.69,94.65,97.34,24.26,46.98,35.98,67.68,97.06,96.95,27.8,55.25,43.51,63.98,98.06,96.41,29.12,0.7,0.7,0.7,0.1,0.7,0.7,1
2013-08-06,3116.25,35.37,32.7,68.43,79.87,90.78,24.89,47.42,37.19,64.42,88.95,95.96,27.98,56.03,44.4,62.03,92.71,96.25,29.22,0.7,0.7,0.7,0.1,0.1,0.1,0
2013-08-07,3119.5,34.38,33.04,69.1,82.66,85.72,25.22,47.81,38.3,64.75,89.43,95.26,28.04,56.77,45.29,62.26,93.72,96.21,29.22,0.7,0.7,0.7,0.1,0.1,0.1,0
2013-08-08,3126.5,33.78,33.19,70.56,88.27,83.6,25.41,48.3,39.36,65.47,93.08,94.55,28.04,57.57,46.16,62.74,95.89,96.54,29.19,0.7,0.7,0.7,0.7,0.1,0.1,0
2013-08-09,3114.75,31.99,32.95,65.01,77.88,82.94,25.58,48.1,40.28,63.23,86.21,92.28,28.03,57.89,47.0,61.39,92.25,96.11,29.16,0.1,0.7,0.7,0.1,0.1,0.1,0
2013-08-11,3110.0,29.84,32.33,62.85,71.05,79.07,24.22,47.57,41.04,62.33,82.65,89.56,27.26,57.97,47.78,60.86,90.78,95.61,28.62,0.1,0.7,0.7,0.1,0.1,0.1,0
2013-08-12,3123.75,28.91,31.64,66.33,80.9,76.61,24.99,47.54,41.73,63.87,87.12,87.91,27.53,58.36,48.54,61.85,94.84,95.26,28.77,0.1,0.7,0.7,0.7,0.1,0.1,0
2013-08-13,3138.0,28.99,31.11,69.52,89.86,80.6,26.28,47.98,42.39,65.38,92.56,88.51,28.09,59.05,49.29,62.85,96.94,94.93,29.11,0.1,0.7,0.7,0.7,0.7,0.7,0
2013-08-14,3106.5,26.21,30.13,56.73,49.38,73.38,27.08,46.88,42.86,59.64,67.2,84.8,28.42,58.7,49.96,59.33,84.65,93.32,29.31,0.1,0.7,0.7,0.4,0.1,0.1,0
2013-08-15,3074.0,21.14,28.34,47.11,10.12,49.79,28.59,44.4,43.02,54.52,41.05,76.13,29.13,57.36,50.49,56.01,72.2,90.44,29.76,0.1,0.7,0.7,0.4,0.4,0.1,1
2013-08-16,3069.25,16.55,25.98,45.88,4.29,21.27,28.1,41.87,42.9,53.82,37.22,67.97,28.87,55.91,50.88,55.54,69.26,87.84,29.57,0.1,0.1,0.7,0.4,0.4,0.1,1
2013-08-18,3070.0,12.83,23.35,46.12,6.36,6.93,26.52,39.53,42.55,53.92,37.83,60.5,28.05,54.52,51.14,55.6,69.56,85.15,29.01,0.1,0.1,0.7,0.4,0.4,0.1,1
2013-08-19,3071.5,9.88,20.66,46.63,8.18,6.28,27.07,37.41,42.01,54.12,39.03,52.48,28.27,53.21,51.29,55.72,69.82,82.25,29.13,0.1,0.1,0.7,1.0,0.4,0.1,0
2013-08-20,3082.5,8.34,18.19,50.31,23.15,12.56,27.52,35.88,41.36,55.58,47.89,45.04,28.45,52.24,51.35,56.62,74.2,80.25,29.23,0.1,0.1,0.7,1.0,1.0,0.1,0
2013-08-21,3057.0,5.0,15.55,42.92,0.55,10.63,28.51,33.34,40.52,51.62,27.36,38.4,28.92,50.55,51.3,54.03,59.02,76.72,29.52,0.1,0.1,0.1,0.4,0.4,0.1,1
2013-08-22,3106.5,6.28,13.7,56.34,55.95,26.55,30.23,33.08,39.73,57.69,67.2,42.76,29.76,50.34,51.23,57.86,81.5,75.24,30.07,0.1,0.1,0.1,0.7,0.7,0.7,0
2013-08-23,3121.75,8.42,12.64,59.5,72.43,42.98,30.25,33.4,39.07,59.32,79.48,49.8,29.78,50.51,51.18,58.94,87.19,74.16,30.08,0.1,0.1,0.1,0.7,0.7,0.7,0
2013-08-25,3119.75,9.85,12.08,58.9,70.27,66.22,28.34,33.5,38.48,59.01,77.18,56.36,28.85,50.55,51.13,58.74,86.18,74.33,29.45,0.1,0.1,0.1,0.7,0.7,0.7,0
2013-08-26,3118.75,10.77,11.82,58.58,69.19,70.63,28.49,33.44,37.95,58.85,76.35,62.58,28.9,50.48,51.09,58.63,84.9,75.74,29.47,0.1,0.1,0.1,0.1,0.7,0.7,0
2013-08-27,3058.25,6.55,10.77,43.29,6.56,48.67,31.56,30.73,37.19,50.34,19.27,57.81,30.43,48.61,50.91,52.88,50.28,73.63,30.47,0.1,0.1,0.1,0.4,0.4,0.1,1
2013-08-28,3066.0,3.78,9.37,45.26,14.7,30.15,31.34,28.56,36.28,51.28,14.7,55.7,30.36,47.05,50.63,53.48,38.33,70.16,30.43,0.1,0.1,0.1,0.4,0.4,0.4,1
2013-08-29,3093.25,3.74,8.24,51.63,43.54,21.6,32.21,27.71,35.38,54.41,43.31,51.71,30.83,46.32,50.33,55.52,56.54,68.68,30.74,0.1,0.1,0.1,1.0,0.4,0.1,1
2013-08-30,3080.5,2.65,7.13,48.77,30.08,29.44,32.86,26.34,34.43,52.76,29.92,43.45,31.2,45.22,49.96,54.38,46.28,65.58,30.99,0.1,0.1,0.1,1.0,0.4,0.4,1
2013-09-01,3096.25,3.03,6.31,52.28,46.7,40.11,31.74,25.71,33.51,54.53,46.46,38.33,30.7,44.6,49.58,55.53,58.95,65.57,30.66,0.1,0.1,0.1,1.0,1.0,0.1,1
2013-09-02,3105.5,4.02,5.85,54.27,56.46,44.42,30.83,25.46,32.66,55.54,56.17,34.97,30.28,44.23,49.2,56.2,66.4,63.89,30.38,0.1,0.1,0.1,0.7,0.7,0.7,1
2013-09-03,3087.0,3.28,5.34,49.81,36.94,46.7,31.27,24.38,31.79,53.09,36.75,37.88,30.52,43.3,48.77,54.52,51.51,59.93,30.54,0.1,0.1,0.1,0.4,0.4,0.1,1
2013-09-04,3131.25,6.19,5.51,58.58,83.64,59.01,32.56,25.23,31.1,57.71,83.2,49.3,31.19,43.65,48.41,57.62,87.12,60.03,30.99,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-09-05,3129.75,8.29,6.06,58.2,82.06,67.55,31.2,25.83,30.55,57.51,81.63,55.69,30.56,43.87,48.08,57.49,85.92,60.15,30.57,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-09-06,3130.75,9.91,6.83,58.39,81.19,82.29,32.75,26.34,30.1,57.61,81.19,64.23,31.36,44.05,47.8,57.56,85.52,64.06,31.1,0.7,0.1,0.1,0.1,0.7,0.7,1
2013-09-08,3138.25,11.67,7.8,59.86,88.92,84.05,31.02,27.02,29.78,58.39,88.92,71.31,30.54,44.36,47.55,58.07,91.47,69.97,30.57,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-09-09,3170.5,15.48,9.34,65.5,96.73,88.95,31.63,28.9,29.69,61.51,96.73,78.07,30.86,45.52,47.41,60.21,97.36,74.5,30.78,0.7,0.1,0.1,0.7,0.7,0.7,1
2013-09-10,3180.5,19.09,11.29,67.05,93.97,93.21,30.94,30.91,29.81,62.41,93.97,87.61,30.55,46.81,47.36,60.85,94.91,79.91,30.57,0.7,0.7,0.1,0.7,0.7,0.7,1
2013-09-11,3179.5,21.63,13.36,66.72,93.24,94.65,30.73,32.55,30.1,62.26,93.24,89.28,30.46,47.91,47.4,60.75,94.29,83.83,30.51,0.7,0.7,0.7,0.1,0.7,0.7,1
2013-09-12,3177.75,23.22,15.33,66.13,91.74,92.98,29.7,33.82,30.49,61.99,91.96,91.0,29.95,48.81,47.5,60.57,92.75,86.76,30.17,0.7,0.7,0.7,0.1,0.7,0.7,1
2013-09-13,3179.25,24.33,17.13,66.4,92.55,92.51,29.04,34.92,30.96,62.14,93.05,92.98,29.61,49.61,47.65,60.67,93.05,91.38,29.94,0.7,0.7,0.7,0.7,0.7,0.7,1
2013-09-15,3204.25,26.92,19.09,70.72,94.55,92.95,29.34,36.84,31.58,64.53,94.86,93.97,29.74,51.0,47.89,62.32,94.86,92.24,30.02,0.7,0.7,0.7,0.7,0.7,0.7,1
